MiningPower,NON,Height,Onchain,Orphan,BuildTime
0.030,8050,50,1,1,3
0.030,8050,100,0,1,6
0.070,300,30,1,6,7
0.070,300,50,0,4,4
0.070,300,100,3,4,6
0.070,300,200,8,14,11
0.070,300,250,5,13,22
0.070,1000,30,1,0,27
0.070,1000,50,0,0,9
0.070,1000,100,5,3,17
0.070,1000,200,12,6,31
0.070,1000,250,10,7,55
0.070,3000,30,1,1,1
0.070,3000,50,0,1,11
0.070,3000,100,6,7,14
0.070,3000,200,6,5,26
0.070,3000,250,12,6,54
0.070,6000,30,0,1,14
0.070,6000,50,0,1,25
0.070,6000,100,2,5,45
0.070,6000,200,5,13,1
0.070,8000,30,1,1,1
0.070,8000,50,1,3,1
0.070,8000,100,0,4,2
0.070,8000,200,1,11,2
0.070,8050,30,2,1,1
0.070,8050,50,3,1,2
0.070,8050,100,7,4,3
0.080,300,30,2,1,6
0.080,300,50,1,3,7
0.080,300,100,2,7,4
0.080,300,200,3,8,6
0.080,300,250,3,14,12
0.080,1000,30,1,0,21
0.080,1000,50,2,1,26
0.080,1000,100,8,4,12
0.080,1000,200,9,6,17
0.080,1000,250,20,12,34
0.080,3000,30,0,3,1
0.080,3000,50,0,1,2
0.080,3000,100,1,8,1
0.080,3000,200,10,14,16
0.080,3000,250,4,13,15
0.080,6000,30,1,1,25
0.080,6000,50,1,2,40
0.080,6000,100,4,4,15
0.080,6000,200,1,5,25
0.080,6000,250,17,7,49
0.080,8000,30,0,1,1
0.080,8000,50,5,5,28
0.080,8000,100,0,4,1
0.080,8050,30,2,1,1
0.080,8050,50,2,1,1
0.080,8050,100,5,2,2
0.080,8050,200,7,2,2
0.100,300,30,0,1,1
0.100,300,50,0,3,2
0.100,300,100,3,7,3
0.100,300,200,0,16,5
0.100,300,250,14,17,7
0.100,1000,30,3,2,4
0.100,1000,50,2,1,6
0.100,1000,100,10,2,10
0.100,1000,200,18,4,23
0.100,1000,250,16,10,31
0.100,3000,30,3,2,10
0.100,3000,50,1,3,15
0.100,3000,100,5,5,33
0.100,3000,200,7,11,1
0.100,3000,250,13,12,7
0.100,6000,30,0,2,1
0.100,6000,50,3,5,17
0.100,6000,100,17,3,14
0.100,6000,200,5,12,27
0.100,6000,250,21,16,49
0.100,8000,30,1,3,15
0.100,8000,50,1,6,24
0.100,8000,100,3,10,45
0.100,8050,30,5,0,1
0.100,8050,50,1,1,30
0.100,8050,100,10,4,972
0.100,8050,200,15,10,1
0.007,300,30,0,0,1
0.007,300,50,0,0,2
0.007,300,100,0,2,2
0.007,300,200,0,2,1
0.007,300,250,1,1,2
0.007,1000,30,1,0,3
0.007,1000,50,0,0,6
0.007,1000,100,2,1,8
0.007,1000,200,3,0,4
0.007,1000,250,3,1,6
0.007,3000,30,0,0,11
0.007,3000,50,0,0,23
0.007,3000,100,0,0,24
0.007,3000,200,2,1,11
0.007,3000,250,0,0,19
0.007,6000,30,0,0,33
0.007,6000,50,1,0,1
0.007,6000,100,0,0,1
0.007,6000,200,1,0,22
0.007,6000,250,4,1,16
0.007,8000,30,0,0,25
0.007,8000,50,0,1,51
0.007,8000,100,2,0,1
0.007,8050,30,1,0,36
0.007,8050,50,0,0,15
0.007,8050,100,0,1,24
0.007,8050,200,1,0,49
0.010,300,30,0,1,1
0.010,300,50,0,0,1
0.010,300,100,0,2,1
0.010,300,200,2,1,2
0.010,300,250,1,2,2
0.010,1000,30,0,0,1
0.010,1000,50,0,0,2
0.010,1000,100,1,0,3
0.010,1000,200,4,1,6
0.010,1000,250,3,3,7
0.010,3000,30,0,0,4
0.010,3000,50,1,0,7
0.010,3000,100,0,0,12
0.010,3000,200,1,0,23
0.010,3000,250,2,0,27
0.010,6000,30,1,0,11
0.010,6000,50,0,1,16
0.010,6000,100,1,0,30
0.010,6000,200,3,0,58
0.010,6000,250,2,0,1
0.010,8000,30,0,0,18
0.010,8000,50,0,0,17
0.010,8000,100,0,1,27
0.010,8050,30,0,0,51
0.010,8050,50,0,0,1
0.010,8050,100,0,0,37
0.010,8050,200,2,0,13
0.030,300,30,0,1,26
0.030,300,50,0,0,45
0.030,300,100,0,2,1
0.030,300,200,1,8,25
0.030,300,250,1,8,906
0.030,1000,30,1,0,980
0.030,1000,50,0,1,1
0.030,1000,100,1,1,1
0.030,1000,200,6,1,2
0.030,1000,250,9,2,1
0.030,3000,30,0,0,1
0.030,3000,50,2,2,3
0.030,3000,100,3,0,5
0.030,3000,200,3,1,6
0.030,3000,250,7,6,3
0.030,6000,30,0,0,5
0.030,6000,50,0,0,9
0.030,6000,100,5,3,18
0.030,6000,200,3,1,25
0.030,6000,250,7,6,7
0.030,8000,30,0,1,14
0.030,8000,50,0,0,31
0.030,8000,100,1,4,55
0.030,8000,200,0,5,1
0.030,8050,30,0,1,10
0.030,8050,50,0,1,15
0.030,8050,100,4,0,23
0.030,8050,200,4,2,46
0.070,300,30,2,0,14
0.070,300,50,0,1,21
0.070,300,100,0,5,33
0.070,300,200,1,13,1
0.070,300,250,3,18,18
0.070,1000,30,1,0,865
0.070,1000,50,1,3,980
0.070,1000,100,4,2,1
0.070,1000,200,8,2,2
0.070,1000,250,15,6,2
0.070,3000,30,0,1,1
0.070,3000,50,2,2,1
0.070,3000,100,4,3,3
0.070,3000,200,3,16,5
0.070,3000,250,9,11,6
0.070,6000,30,1,2,4
0.070,6000,50,4,0,5
0.070,6000,100,6,2,9
0.070,6000,200,3,10,21
0.070,6000,250,8,7,27
0.070,8000,30,0,3,9
0.070,8000,50,0,1,16
0.070,8000,100,0,5,28
0.070,8000,200,4,14,55
0.070,8050,30,0,0,1
0.070,8050,50,3,0,13
0.070,8050,100,4,3,16
0.070,8050,200,5,5,21
0.080,300,30,0,3,46
0.080,300,50,1,3,1
0.080,300,100,2,6,20
0.080,300,200,5,11,13
0.080,300,250,7,19,21
0.080,1000,30,1,0,43
0.080,1000,50,0,1,1
0.080,1000,100,4,5,16
0.080,1000,200,15,6,912
0.080,1000,250,16,6,963
0.080,3000,30,0,3,1
0.080,3000,50,6,1,1
0.080,3000,100,3,9,2
0.080,3000,200,8,6,1
0.080,3000,250,7,9,1
0.080,6000,30,1,4,3
0.080,6000,50,0,1,5
0.080,6000,100,7,9,6
0.080,6000,200,11,8,4
0.080,8000,30,2,1,5
0.080,8000,50,0,4,9
0.080,8000,100,0,10,19
0.080,8050,30,0,0,27
0.080,8050,50,4,3,11
0.080,8050,100,6,2,15
0.080,8050,200,6,8,28
0.100,300,30,1,2,58
0.100,300,50,0,1,54
0.100,300,100,2,5,14
0.100,300,200,14,9,24
0.100,300,250,9,19,49
0.100,1000,30,4,1,1
0.100,1000,50,1,3,11
0.100,1000,100,12,2,14
0.100,1000,200,17,5,20
0.100,1000,250,18,12,34
0.100,3000,30,0,1,902
0.100,3000,50,4,1,1
0.100,3000,100,4,8,1
0.100,3000,200,17,18,2
0.100,3000,250,9,16,2
0.100,6000,30,4,2,1
0.100,6000,50,1,7,2
0.100,6000,100,1,5,3
0.100,6000,200,7,11,6
0.100,6000,250,24,11,6
0.100,8000,30,0,2,3
0.100,8000,50,4,2,6
0.100,8000,100,1,4,10
0.100,8000,200,8,17,20
0.100,8050,30,0,1,26
0.100,8050,50,1,4,9
0.100,8050,100,10,4,15
0.007,300,30,0,0,30
0.007,300,50,0,0,1
0.007,300,100,0,2,1
0.007,300,200,0,1,14
0.007,300,250,0,1,24
0.007,1000,30,0,0,41
0.007,1000,50,1,0,12
0.007,1000,100,3,2,20
0.007,1000,200,2,1,35
0.007,1000,250,1,2,1
0.007,3000,30,0,0,26
0.007,3000,50,0,0,883
0.007,3000,100,0,0,974
0.007,3000,200,1,0,1
0.007,3000,250,1,0,1
0.007,6000,30,0,0,2
0.007,6000,50,0,0,1
0.007,6000,100,1,0,1
0.007,6000,200,1,0,3
0.007,8000,30,0,0,5
0.007,8000,50,0,1,6
0.007,8000,100,0,1,3
0.007,8000,200,1,0,5
0.007,8050,30,0,0,10
0.007,8050,50,1,0,21
0.007,8050,100,0,0,27
0.007,8050,200,0,0,9
0.010,300,30,0,0,15
0.010,300,50,0,0,24
0.010,300,100,0,1,54
0.010,300,200,0,3,14
0.010,300,250,2,0,25
0.010,1000,30,1,0,45
0.010,1000,50,2,0,1
0.010,1000,100,3,2,27
0.010,1000,200,2,1,13
0.010,1000,250,3,1,23
0.010,3000,30,0,0,40
0.010,3000,50,0,0,1
0.010,3000,100,0,2,16
0.010,3000,200,1,1,865
0.010,3000,250,1,2,1
0.010,6000,30,0,0,1
0.010,6000,50,1,1,1
0.010,6000,100,2,0,2
0.010,6000,200,0,2,1
0.010,6000,250,1,0,1
0.010,8000,30,0,1,3
0.010,8000,50,0,0,5
0.010,8000,100,0,2,6
0.010,8000,200,0,1,4
0.010,8050,30,0,0,5
0.010,8050,50,0,1,10
0.010,8050,100,0,0,19
0.010,8050,200,1,2,27
0.030,300,30,0,0,9
0.030,300,50,0,3,16
0.030,300,100,2,4,29
0.030,300,200,3,6,1
0.030,300,250,1,5,1
0.030,1000,30,0,0,1
0.030,1000,50,2,0,3
0.030,1000,100,5,0,13
0.030,1000,200,5,2,20
0.030,1000,250,7,1,42
0.030,3000,30,0,0,12
0.030,3000,50,1,1,20
0.030,3000,100,2,0,38
0.030,3000,200,4,3,886
0.030,3000,250,5,2,1
0.030,6000,30,3,1,1
0.030,6000,50,0,1,2
0.030,6000,100,5,1,2
0.030,6000,200,1,5,1
0.030,8000,30,0,0,1
0.030,8000,50,0,1,3
0.030,8000,100,1,4,5
0.030,8050,30,2,0,6
0.030,8050,50,1,0,3
0.030,8050,100,3,0,5
0.030,8050,200,1,5,11
0.070,300,30,0,1,19
0.070,300,50,3,4,24
0.070,300,100,2,7,9
0.070,300,200,6,17,15
0.070,300,250,7,20,30
0.070,1000,30,3,1,54
0.070,1000,50,8,2,1
0.070,1000,100,1,3,8
0.070,1000,200,7,4,14
0.070,1000,250,15,5,23
0.070,3000,30,2,2,40
0.070,3000,50,0,4,14
0.070,3000,100,3,3,20
0.070,3000,200,9,4,42
0.070,3000,250,10,7,1
0.070,6000,30,0,1,19
0.070,6000,50,1,1,909
0.070,6000,100,0,4,983
0.070,6000,200,9,7,1
0.070,6000,250,11,9,1
0.070,8000,30,0,2,2
0.070,8000,50,1,0,1
0.070,8000,100,0,4,1
0.070,8000,200,0,9,3
0.070,8050,30,1,0,5
0.070,8050,50,1,1,6
0.070,8050,100,4,3,4
0.070,8050,200,7,12,5
0.080,300,30,0,3,9
0.080,300,50,2,0,19
0.080,300,100,4,6,24
0.080,300,200,0,15,10
0.080,300,250,7,10,13
0.080,1000,30,2,1,28
0.080,1000,50,4,2,52
0.080,1000,100,5,2,1
0.080,1000,200,14,3,4
0.080,1000,250,11,3,14
0.080,3000,30,0,2,23
0.080,3000,50,5,2,46
0.080,3000,100,3,3,1
0.080,3000,200,9,7,24
0.080,3000,250,12,6,15
0.080,6000,30,3,1,23
0.080,6000,50,0,1,38
0.080,6000,100,4,1,1
0.080,6000,200,8,10,22
0.080,6000,250,15,6,932
0.080,8000,30,2,3,1
0.080,8000,50,2,5,1
0.080,8000,100,1,6,1
0.080,8050,30,4,0,2
0.080,8050,50,3,0,1
0.080,8050,100,1,6,2
0.080,8050,200,14,6,2
0.100,300,30,2,0,5
0.100,300,50,4,1,6
0.100,300,100,7,5,3
0.100,300,200,12,9,5
0.100,300,250,4,24,10
0.100,1000,30,1,1,20
0.100,1000,50,3,2,26
0.100,1000,100,1,5,9
0.100,1000,200,14,8,15
0.100,1000,250,17,9,28
0.100,3000,30,0,1,56
0.100,3000,50,1,4,15
0.100,3000,100,6,9,22
0.100,3000,200,2,16,41
0.100,3000,250,12,12,1
0.100,6000,30,0,1,24
0.100,6000,50,0,2,12
0.100,6000,100,2,6,18
0.100,6000,200,6,10,35
0.100,6000,250,18,14,1
0.100,8000,30,0,0,15
0.100,8000,50,0,6,872
0.100,8000,100,5,3,1
0.100,8050,30,1,1,1
0.100,8050,50,4,1,1
0.100,8050,100,5,3,2
0.100,8050,200,21,4,1
0.007,300,30,0,0,2
0.007,300,50,0,0,3
0.007,300,100,0,0,5
0.007,300,200,0,1,7
0.007,300,250,0,2,3
0.007,1000,30,0,0,5
0.007,1000,50,0,0,10
0.007,1000,100,2,1,21
0.007,1000,200,2,0,24
0.007,1000,250,7,0,9
0.007,3000,30,0,0,15
0.007,3000,50,0,0,31
0.007,3000,100,1,0,55
0.007,3000,200,0,2,14
0.007,3000,250,2,2,23
0.007,6000,30,0,0,42
0.007,6000,50,0,1,12
0.007,6000,100,0,1,21
0.007,6000,200,1,4,40
0.007,6000,250,2,3,1
0.007,8000,30,0,0,24
0.007,8000,50,0,0,896
0.007,8000,100,0,0,1
0.007,8050,30,0,0,1
0.007,8050,50,0,0,2
0.007,8050,100,0,0,2
0.010,300,30,0,1,1
0.010,300,50,0,0,1
0.010,300,100,0,1,3
0.010,300,200,0,1,5
0.010,300,250,0,3,6
0.010,1000,30,0,0,4
0.010,1000,50,0,0,5
0.010,1000,100,1,0,10
0.010,1000,200,4,2,19
0.010,1000,250,2,1,24
0.010,3000,30,0,0,10
0.010,3000,50,0,0,15
0.010,3000,100,1,1,27
0.010,3000,200,5,2,56
0.010,3000,250,0,1,1
0.010,6000,30,0,1,7
0.010,6000,50,0,1,13
0.010,6000,100,0,0,23
0.010,6000,200,0,1,39
0.010,6000,250,1,4,1
0.010,8000,30,0,0,25
0.010,8000,50,0,0,13
0.010,8000,100,0,1,20
0.010,8000,200,0,1,40
0.010,8050,30,0,0,1
0.010,8050,50,0,0,19
0.010,8050,100,0,0,897
0.010,8050,200,1,2,993
0.030,300,30,0,1,1
0.030,300,50,1,0,1
0.030,300,100,0,1,2
0.030,300,200,1,2,1
0.030,300,250,3,3,1
0.030,1000,30,0,0,3
0.030,1000,50,2,1,5
0.030,1000,100,4,0,6
0.030,1000,200,6,1,3
0.030,1000,250,3,3,5
0.030,3000,30,0,1,10
0.030,3000,50,3,1,20
0.030,3000,100,1,2,22
0.030,3000,200,3,6,9
0.030,3000,250,5,6,16
0.030,6000,30,0,0,30
0.030,6000,50,0,3,58
0.030,6000,100,0,2,1
0.030,6000,200,3,4,5
0.030,6000,250,5,4,12
0.030,8000,30,0,1,21
0.030,8000,50,0,1,39
0.030,8000,100,1,6,1
0.030,8050,30,2,0,23
0.030,8050,50,0,0,13
0.030,8050,100,2,0,20
0.030,8050,200,3,1,44
0.070,300,30,0,2,1
0.070,300,50,0,4,16
0.070,300,100,2,8,900
0.070,300,200,3,11,989
0.070,300,250,0,16,1
0.070,1000,30,2,0,1
0.070,1000,50,4,1,2
0.070,1000,100,7,4,1
0.070,1000,200,15,3,2
0.070,1000,250,10,6,2
0.070,3000,30,1,0,5
0.070,3000,50,4,1,6
0.070,3000,100,0,12,3
0.070,3000,200,9,10,6
0.070,3000,250,15,9,11
0.070,6000,30,1,2,19
0.070,6000,50,2,4,25
0.070,6000,100,1,2,10
0.070,6000,200,2,7,17
0.070,6000,250,6,12,26
0.070,8000,30,0,1,54
0.070,8000,50,0,2,1
0.070,8000,100,3,4,9
0.070,8000,200,0,9,15
0.070,8050,30,1,0,26
0.070,8050,50,3,5,48
0.070,8050,100,5,1,13
0.080,300,30,0,1,21
0.080,300,50,0,1,38
0.080,300,100,7,8,1
0.080,300,200,6,16,12
0.080,300,250,2,16,885
0.080,1000,30,2,0,969
0.080,1000,50,1,1,1
0.080,1000,100,6,1,1
0.080,1000,200,13,3,2
0.080,1000,250,22,10,1
0.080,3000,30,2,1,1
0.080,3000,50,2,2,3
0.080,3000,100,6,4,5
0.080,3000,200,7,10,6
0.080,3000,250,11,7,3
0.080,6000,30,1,1,6
0.080,6000,50,1,5,10
0.080,6000,100,2,5,20
0.080,6000,200,17,4,21
0.080,8000,30,0,4,9
0.080,8000,50,0,8,14
0.080,8000,100,4,4,29
0.080,8000,200,5,7,1
0.080,8050,30,0,0,1
0.080,8050,50,2,1,9
0.080,8050,100,5,4,15
0.080,8050,200,11,6,24
0.100,300,30,0,0,41
0.100,300,50,1,6,1
0.100,300,100,0,4,23
0.100,300,200,1,17,12
0.100,300,250,9,11,20
0.100,1000,30,1,3,38
0.100,1000,50,4,2,978
0.100,1000,100,14,6,1
0.100,1000,200,23,6,1
0.100,1000,250,13,7,1
0.100,3000,30,0,1,2
0.100,3000,50,2,5,1
0.100,3000,100,4,4,1
0.100,3000,200,11,4,3
0.100,3000,250,11,16,5
0.100,6000,30,2,2,6
0.100,6000,50,2,3,3
0.100,6000,100,1,4,5
0.100,6000,200,10,10,10
0.100,6000,250,23,12,20
0.100,8000,30,2,0,25
0.100,8000,50,2,3,10
0.100,8000,100,3,9,15
0.100,8050,30,3,1,28
0.100,8050,50,2,4,57
0.100,8050,100,9,4,14
0.100,8050,200,10,8,22
0.007,300,30,0,1,46
0.007,300,50,0,1,1
0.007,300,100,0,1,21
0.007,300,200,2,1,11
0.007,300,250,0,0,22
0.007,1000,30,0,0,46
0.007,1000,50,0,0,897
0.007,1000,100,3,0,1
0.007,1000,200,3,0,1
0.007,1000,250,4,0,2
0.007,3000,30,0,0,2
0.007,3000,50,0,1,1
0.007,3000,100,0,1,1
0.007,3000,200,1,2,3
0.007,3000,250,1,0,5
0.007,6000,30,1,1,6
0.007,6000,50,0,0,3
0.007,6000,100,2,0,6
0.007,6000,200,1,2,10
0.007,8000,30,0,0,19
0.007,8000,50,0,1,25
0.007,8000,100,1,2,8
0.007,8050,30,0,0,14
0.007,8050,50,0,0,27
0.007,8050,100,0,0,52
0.007,8050,200,0,2,1
0.010,300,30,0,0,12
0.010,300,50,0,0,13
0.010,300,100,0,1,21
0.010,300,200,1,0,44
0.010,300,250,0,2,13
0.010,1000,30,0,1,23
0.010,1000,50,1,0,37
0.010,1000,100,2,0,1
0.010,1000,200,3,0,22
0.010,1000,250,3,1,930
0.010,3000,30,1,0,1
0.010,3000,50,0,0,1
0.010,3000,100,0,1,2
0.010,3000,200,2,0,2
0.010,3000,250,2,0,1
0.010,6000,30,0,0,1
0.010,6000,50,0,2,3
0.010,6000,100,0,0,5
0.010,6000,200,3,1,6
0.010,6000,250,0,3,3
0.010,8000,30,0,0,6
0.010,8000,50,0,1,11
0.010,8000,100,0,0,19
0.010,8050,30,0,0,24
0.010,8050,50,0,0,9
0.010,8050,100,0,1,14
0.010,8050,200,4,0,31
0.030,300,30,0,2,43
0.030,300,50,0,1,1
0.030,300,100,1,2,14
0.030,300,200,1,4,14
0.030,300,250,3,4,25
0.030,1000,30,0,1,43
0.030,1000,50,0,0,14
0.030,1000,100,2,1,23
0.030,1000,200,4,3,38
0.030,1000,250,3,3,1
0.030,3000,30,0,0,19
0.030,3000,50,0,1,865
0.030,3000,100,4,2,1
0.030,3000,200,4,0,1
0.030,3000,250,4,6,1
0.030,6000,30,1,0,2
0.030,6000,50,0,1,1
0.030,6000,100,2,0,1
0.030,6000,200,1,2,3
0.030,6000,250,4,2,5
0.030,8000,30,0,1,6
0.030,8000,50,2,1,3
0.030,8000,100,0,1,5
0.030,8000,200,3,3,10
0.030,8050,30,2,0,21
0.030,8050,50,1,0,26
0.030,8050,100,1,2,10
0.070,300,30,1,1,15
0.070,300,50,1,2,27
0.070,300,100,1,4,55
0.070,300,200,11,13,1
0.070,300,250,2,14,7
0.070,1000,30,1,0,15
0.070,1000,50,3,0,21
0.070,1000,100,2,4,44
0.070,1000,200,17,2,13
0.070,1000,250,12,8,22
0.070,3000,30,1,1,39
0.070,3000,50,2,1,1
0.070,3000,100,0,3,27
0.070,3000,200,9,9,893
0.070,3000,250,9,8,950
0.070,6000,30,0,1,1
0.070,6000,50,1,1,1
0.070,6000,100,3,3,2
0.070,6000,200,6,7,1
0.070,6000,250,9,10,1
0.070,8000,30,0,1,2
0.070,8000,50,0,3,5
0.070,8000,100,4,3,6
0.070,8000,200,1,6,4
0.070,8050,30,1,2,5
0.070,8050,50,1,1,9
0.070,8050,100,6,1,20
0.080,300,30,0,2,26
0.080,300,50,1,2,9
0.080,300,100,4,5,14
0.080,300,200,6,12,26
0.080,300,250,3,10,57
0.080,1000,30,2,1,1
0.080,1000,50,1,2,5
0.080,1000,100,7,6,18
0.080,1000,200,14,0,21
0.080,1000,250,5,5,43
0.080,3000,30,1,1,12
0.080,3000,50,6,1,20
0.080,3000,100,9,6,39
0.080,3000,200,12,7,1
0.080,3000,250,15,7,13
0.080,6000,30,2,0,891
0.080,6000,50,1,1,999
0.080,6000,100,3,5,1
0.080,6000,200,5,6,1
0.080,6000,250,16,12,2
0.080,8000,30,0,1,1
0.080,8000,50,0,4,1
0.080,8000,100,0,6,3
0.080,8050,30,2,0,5
0.080,8050,50,3,1,6
0.080,8050,100,5,1,3
0.080,8050,200,5,7,6
0.100,300,30,1,1,10
0.100,300,50,0,1,18
0.100,300,100,5,8,24
0.100,300,200,1,14,10
0.100,300,250,4,20,15
0.100,1000,30,2,0,30
0.100,1000,50,2,4,52
0.100,1000,100,7,5,1
0.100,1000,200,18,10,10
0.100,1000,250,19,7,14
0.100,3000,30,1,1,20
0.100,3000,50,3,1,46
0.100,3000,100,3,4,1
0.100,3000,200,6,11,24
0.100,3000,250,9,13,14
0.100,6000,30,0,1,22
0.100,6000,50,1,3,39
0.100,6000,100,6,2,1
0.100,6000,200,14,12,23
0.100,6000,250,23,12,885
0.100,8000,30,0,4,1
0.100,8000,50,0,6,1
0.100,8000,100,0,8,1
0.100,8000,200,10,17,2
0.100,8050,30,4,1,1
0.100,8050,50,2,2,1
0.100,8050,100,13,1,3
0.100,8050,200,9,14,5
0.007,300,30,0,0,6
0.007,300,50,0,0,3
0.007,300,100,0,0,5
0.007,300,200,1,0,10
0.007,300,250,0,3,20
0.007,1000,30,0,0,25
0.007,1000,50,0,0,10
0.007,1000,100,2,0,14
0.007,1000,200,3,1,29
0.007,1000,250,5,0,56
0.007,3000,30,0,1,1
0.007,3000,50,0,1,4
0.007,3000,100,0,1,14
0.007,3000,200,1,0,23
0.007,3000,250,1,2,44
0.007,6000,30,1,0,1
0.007,6000,50,0,1,23
0.007,6000,100,0,1,13
0.007,6000,200,2,1,22
0.007,6000,250,2,0,38
0.007,8000,30,0,0,1
0.007,8000,50,0,0,16
0.007,8000,100,1,1,922
0.007,8050,30,0,0,1
0.007,8050,50,0,0,1
0.007,8050,100,1,0,1
0.007,8050,200,0,0,2
0.010,300,30,0,1,1
0.010,300,50,0,1,1
0.010,300,100,0,2,3
0.010,300,200,0,1,5
0.010,300,250,0,1,6
0.010,1000,30,0,1,3
0.010,1000,50,0,0,6
0.010,1000,100,1,0,10
0.010,1000,200,2,1,19
0.010,1000,250,3,1,26
0.010,3000,30,0,0,9
0.010,3000,50,1,0,14
0.010,3000,100,0,1,27
0.010,3000,200,1,0,53
0.010,3000,250,2,0,14
0.010,6000,30,0,0,22
0.010,6000,50,0,0,43
0.010,6000,100,0,2,14
0.010,6000,200,1,0,21
0.010,6000,250,2,2,36
0.010,8000,30,0,0,1
0.010,8000,50,0,2,27
0.010,8000,100,0,0,908
0.010,8050,30,0,0,1
0.010,8050,50,0,0,1
0.010,8050,100,0,0,2
0.030,300,30,0,0,2
0.030,300,50,0,2,1
0.030,300,100,0,1,1
0.030,300,200,4,7,3
0.030,300,250,0,7,5
0.030,1000,30,2,0,6
0.030,1000,50,1,0,3
0.030,1000,100,3,0,6
0.030,1000,200,5,1,10
0.030,1000,250,2,3,19
0.030,3000,30,0,1,22
0.030,3000,50,1,0,9
0.030,3000,100,1,1,15
0.030,3000,200,2,6,28
0.030,3000,250,3,5,57
0.030,6000,30,0,2,1
0.030,6000,50,0,1,9
0.030,6000,100,0,2,14
0.030,6000,200,4,5,26
0.030,8000,30,0,0,40
0.030,8000,50,0,0,1
0.030,8000,100,2,3,28
0.030,8000,200,0,5,16
0.030,8050,30,0,0,20
0.030,8050,50,1,2,45
0.030,8050,100,2,1,923
0.070,300,30,0,2,1
0.070,300,50,1,4,1
0.070,300,100,1,10,1
0.070,300,200,6,14,2
0.070,300,250,3,13,1
0.070,1000,30,5,1,1
0.070,1000,50,4,2,3
0.070,1000,100,7,6,5
0.070,1000,200,10,4,6
0.070,1000,250,15,8,3
0.070,3000,30,1,2,5
0.070,3000,50,2,4,11
0.070,3000,100,4,3,19
0.070,3000,200,8,6,24
0.070,3000,250,9,7,9
0.070,6000,30,2,2,15
0.070,6000,50,2,4,25
0.070,6000,100,3,6,51
0.070,6000,200,7,10,12
0.070,6000,250,9,6,23
0.070,8000,30,0,0,41
0.070,8000,50,0,4,1
0.070,8000,100,3,6,26
0.070,8000,200,4,4,12
0.070,8050,30,0,0,21
0.070,8050,50,2,0,41
0.070,8050,100,6,4,1
0.080,300,30,2,1,26
0.080,300,50,0,2,948
0.080,300,100,2,4,937
0.080,300,200,5,8,1
0.080,300,250,9,16,1
0.080,1000,30,4,3,2
0.080,1000,50,3,2,1
0.080,1000,100,2,5,2
0.080,1000,200,16,2,3
0.080,1000,250,10,5,5
0.080,3000,30,1,1,6
0.080,3000,50,1,2,3
0.080,3000,100,8,7,5
0.080,3000,200,8,6,10
0.080,3000,250,14,11,19
0.080,6000,30,2,2,23
0.080,6000,50,0,2,9
0.080,6000,100,6,5,15
0.080,6000,200,8,10,27
0.080,8000,30,0,0,50
0.080,8000,50,0,4,1
0.080,8000,100,5,5,10
0.080,8000,200,1,15,12
0.080,8050,30,0,1,24
0.080,8050,50,3,3,41
0.080,8050,100,6,3,1
0.100,300,30,0,2,22
0.100,300,50,0,2,12
0.100,300,100,1,4,19
0.100,300,200,4,12,39
0.100,300,250,6,13,1
0.100,1000,30,2,2,6
0.100,1000,50,3,3,903
0.100,1000,100,12,1,967
0.100,1000,200,9,9,1
0.100,1000,250,22,12,1
0.100,3000,30,0,3,2
0.100,3000,50,1,2,1
0.100,3000,100,9,3,1
0.100,3000,200,8,8,3
0.100,3000,250,16,15,5
0.100,6000,30,0,4,7
0.100,6000,50,2,2,3
0.100,6000,100,2,7,6
0.100,6000,200,10,10,9
0.100,6000,250,6,11,20
0.100,8000,30,0,2,25
0.100,8000,50,2,7,10
0.100,8000,100,4,9,15
0.100,8000,200,7,14,28
0.100,8050,30,2,2,50
0.100,8050,50,2,1,15
0.100,8050,100,3,5,22
0.100,8050,200,11,8,41
0.007,300,30,0,0,13
0.007,300,50,0,0,21
0.007,300,100,1,0,36
0.007,300,200,0,0,1
0.007,300,250,0,1,23
0.007,1000,30,1,0,939
0.007,1000,50,0,0,1
0.007,1000,100,3,0,1
0.007,1000,200,1,0,1
0.007,1000,250,2,0,2
0.007,3000,30,1,0,1
0.007,3000,50,0,0,1
0.007,3000,100,1,0,3
0.007,3000,200,4,1,5
0.007,3000,250,0,2,6
0.007,6000,30,0,0,4
0.007,6000,50,0,0,5
0.007,6000,100,1,0,10
0.007,6000,200,0,1,19
0.007,8000,30,0,0,26
0.007,8000,50,0,0,9
0.007,8000,100,1,1,16
0.007,8000,200,1,1,27
0.007,8050,30,0,0,56
0.007,8050,50,0,0,1
0.007,8050,100,0,0,14
0.010,300,30,0,0,13
0.010,300,50,0,0,23
0.010,300,100,0,1,43
0.010,300,200,1,2,1
0.010,300,250,0,0,25
0.010,1000,30,0,0,14
0.010,1000,50,0,0,19
0.010,1000,100,0,0,43
0.010,1000,200,3,0,1
0.010,1000,250,3,1,24
0.010,3000,30,1,0,903
0.010,3000,50,1,1,978
0.010,3000,100,1,2,1
0.010,3000,200,3,0,2
0.010,3000,250,0,0,2
0.010,6000,30,0,0,1
0.010,6000,50,0,1,1
0.010,6000,100,0,0,3
0.010,6000,200,0,2,5
0.010,6000,250,3,2,7
0.010,8000,30,0,0,3
0.010,8000,50,0,0,5
0.010,8000,100,0,1,10
0.010,8050,30,0,0,21
0.010,8050,50,0,0,25
